user_id,product_id,product_name,category,rating
U094,P048,Garmin Forerunner 245,Wearables,5
U095,P003,OnePlus 11 5G,Smartphones,5
U095,P009,Sony SRS-XB33 Speaker,Audio,5
U095,P015,Dell UltraSharp 27 Monitor,Monitors,5
U095,P035,Canon EOS 1500D Camera,Cameras,5
U095,P050,iRobot Roomba 692,Smart Home,2
U096,P001,Samsung Galaxy S23,Smartphones,4
U096,P003,OnePlus 11 5G,Smartphones,2
U096,P012,HP Wireless Keyboard,Accessories,5
U096,P013,Keychron K2 Keyboard,Accessories,4
U096,P020,Samsung 65-inch QLED TV,Televisions,4
U096,P023,Mi 43-inch Android TV,Televisions,4
U096,P033,Kingston 256GB SSD,Storage,5
U097,P002,Apple iPhone 14,Smartphones,4
U097,P014,Logitech K380 Keyboard,Accessories,3
U097,P037,GoPro Hero 11,Cameras,4
U097,P043,Xiaomi Smart Band 7,Wearables,4
U098,P003,OnePlus 11 5G,Smartphones,3
U098,P006,boAt Rockerz 550 Headphones,Audio,4
U098,P027,Lenovo IdeaPad 3 Laptop,Laptops,1
U098,P028,ASUS VivoBook 15 Laptop,Laptops,2
U098,P044,Apple Watch Series 8,Wearables,5
U098,P049,Xiaomi Mi Robot Vacuum,Smart Home,1
U099,P009,Sony SRS-XB33 Speaker,Audio,4
U099,P013,Keychron K2 Keyboard,Accessories,5
U099,P028,ASUS VivoBook 15 Laptop,Laptops,4
U099,P033,Kingston 256GB SSD,Storage,5
U099,P041,Amazon Echo Show,Smart Home,5
U099,P049,Xiaomi Mi Robot Vacuum,Smart Home,4
U100,P005,Sony WH-1000XM5 Headphones,Audio,4
U100,P013,Keychron K2 Keyboard,Accessories,4
U100,P030,Seagate 2TB External HDD,Storage,5
U100,P036,Nikon D3500 Camera,Cameras,4
U100,P049,Xiaomi Mi Robot Vacuum,Smart Home,3
